,0,1,2,3,4,5
125,6.0,11.0,0.0,12.0,6.0,1.0
126,8.0,11.0,1.0,12.0,6.0,0.0
127,5.0,11.0,3.0,12.0,2.0,1.0
128,1.0,10.0,1.0,12.0,1.0,0.0
129,5.0,12.0,1.0,10.0,4.0,1.0
130,4.0,10.0,1.0,12.0,5.0,1.0
131,5.0,12.0,6.0,11.0,1.0,1.0
132,7.0,11.0,0.0,12.0,7.0,1.0
133,8.0,12.0,6.0,10.0,2.0,1.0
134,4.0,11.0,3.0,12.0,1.0,1.0
135,5.0,11.0,5.0,12.0,1.0,0.0
136,7.0,12.0,3.0,10.0,6.0,0.0
137,8.0,12.0,9.0,11.0,0.0,0.0
138,0.0,10.0,3.0,12.0,4.0,0.0
139,2.0,11.0,2.0,12.0,0.0,1.0
140,8.0,11.0,4.0,12.0,5.0,0.0
141,5.0,12.0,4.0,10.0,0.0,0.0
142,7.0,12.0,1.0,10.0,4.0,0.0
143,4.0,11.0,3.0,12.0,2.0,0.0
144,3.0,10.0,6.0,12.0,8.0,0.0
145,0.0,11.0,2.0,12.0,2.0,0.0
146,3.0,10.0,4.0,12.0,6.0,0.0
147,7.0,10.0,2.0,12.0,8.0,0.0
148,3.0,10.0,1.0,12.0,4.0,1.0
149,3.0,12.0,4.0,11.0,1.0,1.0
150,3.0,10.0,6.0,12.0,9.0,1.0
151,6.0,10.0,1.0,12.0,7.0,1.0
152,8.0,11.0,7.0,12.0,1.0,1.0
153,2.0,10.0,5.0,12.0,6.0,0.0
154,7.0,12.0,3.0,10.0,4.0,1.0
155,6.0,12.0,6.0,10.0,6.0,0.0
156,9.0,11.0,5.0,12.0,4.0,1.0
157,1.0,10.0,0.0,12.0,0.0,0.0
158,6.0,11.0,2.0,12.0,4.0,1.0
159,6.0,11.0,0.0,12.0,7.0,0.0
160,1.0,12.0,1.0,10.0,2.0,0.0
161,0.0,10.0,2.0,12.0,2.0,1.0
162,0.0,10.0,6.0,12.0,6.0,1.0
163,7.0,11.0,2.0,12.0,6.0,0.0
164,4.0,10.0,1.0,12.0,5.0,1.0
165,4.0,12.0,9.0,11.0,5.0,1.0
166,3.0,10.0,5.0,12.0,7.0,0.0
167,6.0,12.0,6.0,10.0,0.0,1.0
168,2.0,12.0,9.0,11.0,7.0,1.0
169,7.0,12.0,4.0,10.0,1.0,0.0
170,8.0,11.0,6.0,12.0,3.0,0.0
171,1.0,10.0,7.0,12.0,7.0,0.0
172,0.0,12.0,6.0,11.0,6.0,1.0
173,0.0,10.0,7.0,12.0,8.0,0.0
174,7.0,10.0,2.0,12.0,9.0,1.0
175,5.0,10.0,1.0,12.0,7.0,0.0
176,3.0,10.0,4.0,12.0,6.0,0.0
177,0.0,10.0,5.0,12.0,6.0,0.0
178,5.0,10.0,1.0,12.0,8.0,0.0
179,6.0,10.0,3.0,12.0,9.0,1.0
180,3.0,10.0,2.0,12.0,5.0,1.0
181,9.0,10.0,0.0,12.0,8.0,0.0
182,5.0,10.0,3.0,12.0,6.0,0.0
183,6.0,10.0,0.0,12.0,6.0,1.0
184,3.0,10.0,2.0,12.0,3.0,0.0
185,6.0,12.0,6.0,10.0,0.0,1.0
186,1.0,10.0,2.0,12.0,1.0,0.0
187,4.0,10.0,4.0,12.0,9.0,0.0
188,3.0,12.0,0.0,10.0,1.0,0.0
189,8.0,12.0,9.0,11.0,1.0,1.0
190,3.0,12.0,0.0,10.0,3.0,1.0
191,7.0,11.0,0.0,12.0,7.0,1.0
192,3.0,10.0,1.0,12.0,4.0,1.0
193,1.0,10.0,0.0,12.0,3.0,0.0
194,0.0,10.0,8.0,12.0,8.0,1.0
195,5.0,11.0,2.0,12.0,4.0,0.0
196,2.0,10.0,6.0,12.0,8.0,1.0
197,3.0,10.0,4.0,12.0,5.0,0.0
198,0.0,10.0,1.0,12.0,2.0,0.0
199,7.0,12.0,9.0,10.0,0.0,0.0
200,8.0,12.0,8.0,11.0,0.0,1.0
201,5.0,12.0,0.0,10.0,7.0,0.0
202,5.0,12.0,5.0,10.0,0.0,1.0
203,7.0,10.0,2.0,12.0,8.0,0.0
204,4.0,11.0,2.0,12.0,1.0,0.0
205,2.0,10.0,4.0,12.0,8.0,0.0
206,1.0,10.0,6.0,12.0,7.0,1.0
207,9.0,11.0,9.0,12.0,0.0,1.0
208,5.0,11.0,2.0,12.0,3.0,1.0
209,7.0,10.0,0.0,12.0,5.0,0.0
210,0.0,10.0,6.0,12.0,6.0,1.0
211,6.0,12.0,8.0,11.0,3.0,0.0
212,7.0,11.0,2.0,12.0,6.0,0.0
213,9.0,11.0,8.0,12.0,0.0,0.0
214,9.0,11.0,7.0,12.0,3.0,0.0
215,7.0,10.0,2.0,12.0,9.0,1.0
216,6.0,12.0,4.0,10.0,3.0,0.0
217,1.0,12.0,1.0,11.0,1.0,0.0
218,4.0,12.0,9.0,11.0,5.0,1.0
219,5.0,11.0,1.0,12.0,3.0,0.0
220,0.0,10.0,2.0,12.0,2.0,1.0
221,7.0,10.0,1.0,12.0,7.0,0.0
222,8.0,11.0,2.0,12.0,6.0,1.0
223,1.0,10.0,7.0,12.0,7.0,0.0
224,3.0,12.0,6.0,11.0,3.0,1.0
225,1.0,12.0,5.0,11.0,4.0,1.0
226,3.0,11.0,2.0,12.0,0.0,0.0
227,7.0,11.0,2.0,12.0,5.0,1.0
228,5.0,10.0,1.0,12.0,5.0,0.0
229,5.0,11.0,1.0,12.0,3.0,0.0
230,5.0,11.0,2.0,12.0,4.0,0.0
231,1.0,10.0,8.0,12.0,9.0,1.0
232,6.0,10.0,1.0,12.0,7.0,1.0
233,4.0,12.0,6.0,11.0,2.0,1.0
234,1.0,10.0,6.0,12.0,6.0,0.0
235,4.0,10.0,0.0,12.0,4.0,1.0
236,3.0,10.0,2.0,12.0,5.0,1.0
237,7.0,10.0,0.0,12.0,7.0,1.0
238,1.0,12.0,1.0,11.0,1.0,0.0
239,0.0,12.0,8.0,11.0,8.0,1.0
240,5.0,11.0,5.0,12.0,1.0,0.0
241,9.0,12.0,7.0,10.0,0.0,0.0
242,5.0,10.0,3.0,12.0,8.0,1.0
243,1.0,12.0,2.0,11.0,2.0,0.0
244,0.0,12.0,4.0,11.0,3.0,0.0
245,1.0,11.0,0.0,12.0,0.0,0.0
246,8.0,11.0,8.0,12.0,0.0,1.0
247,3.0,10.0,1.0,12.0,3.0,0.0
248,4.0,11.0,1.0,12.0,3.0,1.0
249,7.0,11.0,4.0,12.0,3.0,1.0
250,5.0,11.0,3.0,12.0,2.0,1.0
251,3.0,10.0,2.0,12.0,4.0,0.0
252,6.0,11.0,1.0,12.0,5.0,1.0
253,9.0,11.0,0.0,12.0,8.0,0.0
254,1.0,10.0,4.0,12.0,5.0,1.0
255,3.0,12.0,3.0,11.0,0.0,1.0
256,7.0,10.0,0.0,12.0,7.0,1.0
257,3.0,10.0,2.0,12.0,5.0,1.0
258,3.0,12.0,8.0,11.0,6.0,0.0
259,7.0,11.0,0.0,12.0,7.0,1.0
260,7.0,12.0,7.0,10.0,2.0,0.0
261,3.0,10.0,6.0,12.0,9.0,1.0
262,8.0,11.0,7.0,12.0,1.0,1.0
263,3.0,10.0,1.0,12.0,4.0,1.0
264,9.0,11.0,6.0,12.0,4.0,0.0
265,1.0,10.0,0.0,12.0,0.0,0.0
266,4.0,10.0,4.0,12.0,6.0,0.0
267,8.0,12.0,9.0,10.0,5.0,0.0
268,7.0,11.0,3.0,12.0,4.0,1.0
269,8.0,12.0,2.0,10.0,6.0,1.0
270,3.0,10.0,1.0,12.0,2.0,0.0
271,0.0,10.0,1.0,12.0,1.0,1.0
272,2.0,12.0,0.0,10.0,2.0,1.0
273,7.0,12.0,3.0,10.0,4.0,1.0
274,9.0,11.0,5.0,12.0,5.0,0.0
275,9.0,11.0,6.0,12.0,2.0,0.0
276,6.0,10.0,1.0,12.0,6.0,0.0
277,7.0,10.0,0.0,12.0,6.0,0.0
278,2.0,12.0,2.0,10.0,0.0,1.0
279,1.0,10.0,3.0,12.0,4.0,1.0
280,6.0,12.0,4.0,10.0,1.0,0.0
281,1.0,10.0,1.0,12.0,2.0,1.0
282,4.0,10.0,5.0,12.0,9.0,1.0
283,6.0,10.0,1.0,12.0,7.0,1.0
284,1.0,11.0,1.0,12.0,0.0,1.0
285,9.0,10.0,0.0,12.0,9.0,1.0
286,1.0,10.0,7.0,12.0,8.0,1.0
287,9.0,11.0,2.0,12.0,7.0,1.0
288,2.0,11.0,2.0,12.0,1.0,0.0
289,5.0,10.0,0.0,12.0,5.0,1.0
290,8.0,10.0,1.0,12.0,9.0,1.0
291,1.0,10.0,5.0,12.0,6.0,1.0
292,9.0,11.0,9.0,12.0,1.0,0.0
293,9.0,11.0,4.0,12.0,4.0,0.0
294,7.0,11.0,0.0,12.0,7.0,1.0
295,6.0,12.0,6.0,11.0,2.0,0.0
296,0.0,10.0,6.0,12.0,6.0,1.0
297,5.0,11.0,5.0,12.0,1.0,0.0
298,9.0,12.0,8.0,10.0,1.0,1.0
299,6.0,12.0,5.0,11.0,0.0,0.0
300,9.0,11.0,8.0,12.0,1.0,1.0
301,4.0,11.0,4.0,12.0,1.0,0.0
302,3.0,11.0,7.0,12.0,4.0,0.0
303,9.0,12.0,6.0,10.0,3.0,1.0
304,1.0,10.0,1.0,12.0,2.0,1.0
305,1.0,10.0,8.0,12.0,7.0,0.0
306,9.0,11.0,5.0,12.0,4.0,1.0
307,4.0,11.0,2.0,12.0,1.0,0.0
308,5.0,11.0,1.0,12.0,4.0,1.0
309,4.0,10.0,5.0,12.0,8.0,0.0
310,9.0,12.0,7.0,10.0,0.0,0.0
311,4.0,10.0,0.0,12.0,2.0,0.0
312,6.0,12.0,2.0,10.0,5.0,0.0
313,9.0,11.0,3.0,12.0,7.0,0.0
314,5.0,10.0,1.0,12.0,5.0,0.0
315,3.0,11.0,1.0,12.0,3.0,0.0
316,4.0,11.0,2.0,12.0,1.0,0.0
317,3.0,10.0,5.0,12.0,8.0,1.0
318,3.0,11.0,4.0,12.0,9.0,0.0
319,9.0,11.0,8.0,12.0,0.0,0.0
320,0.0,10.0,6.0,12.0,6.0,1.0
321,4.0,11.0,3.0,12.0,1.0,1.0
322,0.0,10.0,2.0,12.0,2.0,1.0
323,8.0,11.0,5.0,12.0,3.0,1.0
324,9.0,11.0,3.0,12.0,5.0,0.0
325,8.0,11.0,7.0,12.0,1.0,1.0
326,8.0,12.0,8.0,11.0,5.0,0.0
327,6.0,11.0,1.0,12.0,5.0,1.0
328,0.0,10.0,2.0,12.0,2.0,1.0
329,1.0,12.0,7.0,11.0,6.0,1.0
330,8.0,11.0,6.0,12.0,2.0,1.0
331,9.0,12.0,7.0,10.0,0.0,0.0
332,6.0,11.0,6.0,12.0,1.0,0.0
333,5.0,11.0,0.0,12.0,4.0,0.0
334,4.0,12.0,1.0,11.0,3.0,0.0
335,7.0,11.0,4.0,12.0,3.0,1.0
336,0.0,11.0,0.0,12.0,0.0,1.0
337,2.0,11.0,1.0,12.0,1.0,1.0
338,5.0,10.0,4.0,12.0,9.0,1.0
339,5.0,10.0,1.0,12.0,6.0,1.0
340,4.0,10.0,2.0,12.0,6.0,1.0
341,8.0,12.0,1.0,10.0,7.0,1.0
342,4.0,11.0,1.0,12.0,4.0,0.0
343,9.0,11.0,1.0,12.0,8.0,1.0
344,6.0,10.0,0.0,12.0,5.0,0.0
345,2.0,10.0,1.0,12.0,2.0,0.0
346,0.0,11.0,0.0,12.0,1.0,0.0
347,7.0,11.0,4.0,12.0,3.0,1.0
348,9.0,11.0,6.0,12.0,4.0,0.0
349,7.0,10.0,1.0,12.0,9.0,0.0
350,2.0,10.0,1.0,12.0,3.0,1.0
351,3.0,12.0,9.0,11.0,6.0,1.0
352,3.0,12.0,8.0,11.0,6.0,0.0
353,6.0,10.0,1.0,12.0,8.0,0.0
354,3.0,11.0,2.0,12.0,0.0,0.0
355,1.0,11.0,1.0,12.0,1.0,0.0
356,7.0,11.0,3.0,12.0,3.0,0.0
357,0.0,10.0,6.0,12.0,6.0,1.0
358,5.0,10.0,0.0,12.0,5.0,1.0
359,7.0,10.0,2.0,12.0,7.0,0.0
360,9.0,11.0,6.0,12.0,3.0,1.0
361,0.0,10.0,2.0,12.0,3.0,0.0
362,2.0,10.0,5.0,12.0,5.0,0.0
363,7.0,11.0,5.0,12.0,2.0,1.0
364,4.0,11.0,3.0,12.0,1.0,1.0
365,7.0,12.0,0.0,10.0,9.0,0.0
366,1.0,12.0,6.0,11.0,6.0,0.0
367,5.0,11.0,2.0,12.0,4.0,0.0
368,4.0,10.0,2.0,12.0,4.0,0.0
369,6.0,11.0,6.0,12.0,0.0,1.0
370,3.0,10.0,2.0,12.0,7.0,0.0
371,1.0,12.0,0.0,10.0,0.0,0.0
372,9.0,12.0,9.0,11.0,0.0,1.0
373,8.0,11.0,8.0,12.0,0.0,1.0
374,4.0,10.0,5.0,12.0,8.0,0.0
375,8.0,11.0,4.0,12.0,3.0,0.0
376,5.0,12.0,2.0,10.0,1.0,0.0
377,6.0,10.0,1.0,12.0,5.0,0.0
378,7.0,12.0,9.0,11.0,3.0,0.0
379,4.0,12.0,0.0,10.0,6.0,0.0
380,6.0,12.0,2.0,10.0,3.0,0.0
381,1.0,10.0,3.0,12.0,6.0,0.0
382,2.0,12.0,8.0,11.0,7.0,0.0
383,0.0,10.0,0.0,12.0,1.0,0.0
384,8.0,11.0,7.0,12.0,1.0,1.0
385,2.0,10.0,7.0,12.0,7.0,0.0
386,5.0,10.0,3.0,12.0,6.0,0.0
387,8.0,11.0,5.0,12.0,2.0,0.0
388,5.0,10.0,1.0,12.0,7.0,0.0
389,1.0,12.0,1.0,10.0,2.0,0.0
390,8.0,11.0,5.0,12.0,4.0,0.0
391,1.0,10.0,4.0,12.0,7.0,0.0
392,3.0,11.0,1.0,12.0,2.0,1.0
393,4.0,10.0,4.0,12.0,8.0,1.0
394,1.0,12.0,6.0,11.0,5.0,1.0
395,2.0,12.0,4.0,11.0,2.0,1.0
396,0.0,10.0,5.0,12.0,7.0,0.0
397,2.0,12.0,4.0,11.0,2.0,1.0
398,1.0,10.0,2.0,12.0,2.0,0.0
399,8.0,11.0,5.0,12.0,3.0,1.0
400,4.0,10.0,1.0,12.0,6.0,0.0
401,7.0,11.0,6.0,12.0,1.0,1.0
402,2.0,10.0,5.0,12.0,6.0,0.0
403,7.0,12.0,9.0,11.0,2.0,1.0
404,7.0,12.0,7.0,10.0,1.0,0.0
405,7.0,11.0,0.0,12.0,7.0,1.0
406,7.0,12.0,1.0,10.0,6.0,1.0
407,8.0,11.0,8.0,12.0,0.0,1.0
408,9.0,11.0,7.0,12.0,2.0,1.0
409,0.0,10.0,6.0,12.0,6.0,1.0
410,6.0,11.0,3.0,12.0,3.0,1.0
411,1.0,12.0,1.0,10.0,0.0,1.0
412,4.0,10.0,4.0,12.0,8.0,1.0
413,6.0,10.0,0.0,12.0,8.0,0.0
414,0.0,12.0,0.0,10.0,0.0,1.0
415,3.0,12.0,5.0,11.0,2.0,1.0
416,7.0,12.0,2.0,10.0,7.0,0.0
417,7.0,11.0,7.0,12.0,0.0,1.0
418,4.0,11.0,2.0,12.0,2.0,1.0
419,8.0,12.0,3.0,10.0,4.0,0.0
420,6.0,11.0,6.0,12.0,0.0,1.0
421,6.0,10.0,1.0,12.0,9.0,0.0
422,3.0,12.0,2.0,10.0,0.0,0.0
423,9.0,10.0,0.0,12.0,8.0,0.0
424,2.0,10.0,1.0,12.0,0.0,0.0
425,0.0,12.0,9.0,11.0,8.0,0.0
426,5.0,12.0,8.0,11.0,3.0,1.0
427,6.0,10.0,0.0,12.0,6.0,1.0
428,3.0,12.0,5.0,11.0,1.0,0.0
429,3.0,12.0,1.0,10.0,2.0,1.0
430,1.0,10.0,6.0,12.0,7.0,1.0
431,4.0,12.0,4.0,10.0,0.0,1.0
432,4.0,12.0,2.0,10.0,2.0,1.0
433,8.0,10.0,1.0,12.0,9.0,1.0
434,5.0,12.0,5.0,11.0,0.0,1.0
435,5.0,10.0,0.0,12.0,5.0,1.0
436,0.0,10.0,2.0,12.0,0.0,0.0
437,5.0,10.0,1.0,12.0,6.0,1.0
438,8.0,10.0,1.0,12.0,9.0,1.0
439,6.0,11.0,5.0,12.0,1.0,1.0
440,0.0,10.0,7.0,12.0,7.0,1.0
441,2.0,10.0,0.0,12.0,2.0,1.0
442,1.0,10.0,2.0,12.0,3.0,1.0
443,9.0,11.0,3.0,12.0,6.0,1.0
444,1.0,12.0,3.0,11.0,1.0,0.0
445,0.0,10.0,6.0,12.0,6.0,1.0
446,0.0,10.0,2.0,12.0,2.0,1.0
447,1.0,10.0,3.0,12.0,4.0,1.0
448,6.0,10.0,3.0,12.0,9.0,1.0
449,7.0,12.0,6.0,10.0,3.0,0.0
450,5.0,11.0,5.0,12.0,1.0,0.0
451,2.0,10.0,3.0,12.0,4.0,0.0
452,6.0,12.0,2.0,10.0,4.0,1.0
453,0.0,10.0,2.0,12.0,3.0,0.0
454,7.0,11.0,4.0,12.0,2.0,0.0
455,0.0,10.0,7.0,12.0,6.0,0.0
456,4.0,11.0,1.0,12.0,2.0,0.0
457,3.0,10.0,2.0,12.0,6.0,0.0
458,9.0,12.0,1.0,10.0,6.0,0.0
459,7.0,12.0,4.0,10.0,5.0,0.0
460,5.0,11.0,5.0,12.0,1.0,0.0
461,9.0,11.0,8.0,12.0,1.0,1.0
462,7.0,12.0,7.0,10.0,1.0,0.0
463,5.0,10.0,3.0,12.0,8.0,1.0
464,9.0,12.0,4.0,11.0,3.0,0.0
465,9.0,11.0,9.0,12.0,1.0,0.0
466,8.0,11.0,8.0,12.0,1.0,0.0
467,6.0,10.0,3.0,12.0,7.0,0.0
468,2.0,11.0,2.0,12.0,0.0,1.0
469,8.0,11.0,7.0,12.0,1.0,1.0
470,7.0,12.0,7.0,11.0,0.0,1.0
471,6.0,11.0,3.0,12.0,2.0,0.0
472,6.0,11.0,1.0,12.0,5.0,1.0
473,9.0,12.0,2.0,10.0,7.0,1.0
474,7.0,11.0,3.0,12.0,4.0,1.0
475,5.0,11.0,5.0,12.0,1.0,0.0
476,1.0,10.0,2.0,12.0,3.0,1.0
477,1.0,10.0,2.0,12.0,3.0,1.0
478,2.0,12.0,5.0,11.0,3.0,1.0
479,2.0,10.0,6.0,12.0,7.0,0.0
480,7.0,12.0,7.0,10.0,2.0,0.0
481,0.0,10.0,4.0,12.0,3.0,0.0
482,4.0,11.0,3.0,12.0,2.0,0.0
483,6.0,11.0,2.0,12.0,3.0,0.0
484,4.0,11.0,4.0,12.0,1.0,0.0
485,7.0,10.0,0.0,12.0,8.0,0.0
486,5.0,10.0,3.0,12.0,8.0,1.0
487,0.0,12.0,6.0,11.0,6.0,1.0
488,2.0,11.0,1.0,12.0,1.0,1.0
489,7.0,11.0,3.0,12.0,5.0,0.0
490,3.0,10.0,2.0,12.0,4.0,0.0
491,1.0,10.0,2.0,12.0,3.0,1.0
492,8.0,10.0,0.0,12.0,8.0,1.0
493,2.0,10.0,3.0,12.0,5.0,1.0
494,9.0,11.0,6.0,12.0,3.0,1.0
495,3.0,12.0,2.0,10.0,1.0,1.0
496,1.0,10.0,8.0,12.0,9.0,1.0
497,3.0,12.0,9.0,11.0,0.0,0.0
498,3.0,10.0,6.0,12.0,8.0,0.0
499,4.0,10.0,4.0,12.0,7.0,0.0
500,1.0,10.0,6.0,12.0,9.0,0.0
501,0.0,10.0,4.0,12.0,3.0,0.0
502,0.0,10.0,3.0,12.0,4.0,0.0
503,5.0,10.0,1.0,12.0,7.0,0.0
504,7.0,11.0,2.0,12.0,5.0,1.0
505,9.0,12.0,7.0,10.0,2.0,1.0
506,7.0,10.0,1.0,12.0,6.0,0.0
507,4.0,11.0,2.0,12.0,3.0,0.0
508,4.0,11.0,2.0,12.0,2.0,1.0
509,1.0,10.0,4.0,12.0,4.0,0.0
510,3.0,12.0,6.0,11.0,3.0,1.0
511,3.0,12.0,5.0,10.0,0.0,0.0
512,4.0,10.0,4.0,12.0,8.0,1.0
513,2.0,10.0,4.0,12.0,8.0,0.0
514,8.0,10.0,1.0,12.0,8.0,0.0
515,5.0,11.0,1.0,12.0,4.0,1.0
516,0.0,10.0,0.0,12.0,0.0,1.0
517,5.0,12.0,3.0,10.0,1.0,0.0
518,2.0,10.0,4.0,12.0,5.0,0.0
519,3.0,10.0,6.0,12.0,7.0,0.0
520,3.0,11.0,3.0,12.0,1.0,0.0
521,4.0,12.0,7.0,11.0,3.0,1.0
522,7.0,11.0,5.0,12.0,2.0,1.0
523,5.0,10.0,4.0,12.0,8.0,0.0
524,5.0,11.0,4.0,12.0,0.0,0.0
525,0.0,10.0,3.0,12.0,3.0,1.0
526,2.0,11.0,0.0,12.0,3.0,0.0
527,1.0,12.0,8.0,11.0,7.0,1.0
528,0.0,10.0,7.0,12.0,9.0,0.0
529,5.0,10.0,3.0,12.0,6.0,0.0
530,6.0,11.0,2.0,12.0,3.0,0.0
531,6.0,11.0,5.0,12.0,1.0,1.0
532,2.0,12.0,2.0,10.0,0.0,1.0
533,4.0,12.0,7.0,11.0,3.0,1.0
534,1.0,10.0,0.0,12.0,1.0,1.0
535,9.0,11.0,1.0,12.0,9.0,0.0
536,4.0,12.0,4.0,10.0,0.0,1.0
